id;speaker_id;audio_save;transcript_save;expression
808;19;audio_saves\808.wav;transcript_saves\808.txt;YES
811;18;audio_saves\811.wav;transcript_saves\811.txt;YES
812;19;audio_saves\812.wav;transcript_saves\812.txt;YES
813;18;audio_saves\813.wav;transcript_saves\813.txt;MY HOBBY IS SWIMMING
815;19;audio_saves\815.wav;transcript_saves\815.txt;A GIRL
816;19;audio_saves\816.wav;transcript_saves\816.txt;RAIN AND SUNNING 
817;18;audio_saves\817.wav;transcript_saves\817.txt;A GIRL WATER
818;18;audio_saves\818.wav;transcript_saves\818.txt;YES
820;19;audio_saves\820.wav;transcript_saves\820.txt;NO
821;18;audio_saves\821.wav;transcript_saves\821.txt;IT'S BLUE
822;18;audio_saves\822.wav;transcript_saves\822.txt;YES
823;19;audio_saves\823.wav;transcript_saves\823.txt;RED
824;19;audio_saves\824.wav;transcript_saves\824.txt;THIS IS A BOY
825;19;audio_saves\825.wav;transcript_saves\825.txt;WATER 
827;18;audio_saves\827.wav;transcript_saves\827.txt;HM
828;18;audio_saves\828.wav;transcript_saves\828.txt;EH
829;18;audio_saves\829.wav;transcript_saves\829.txt;SITS 
830;18;audio_saves\830.wav;transcript_saves\830.txt;UNDER 
831;19;audio_saves\831.wav;transcript_saves\831.txt;THIS RAT IS BLACK
832;18;audio_saves\832.wav;transcript_saves\832.txt;EH
833;19;audio_saves\833.wav;transcript_saves\833.txt;THE RAT IS
834;19;audio_saves\834.wav;transcript_saves\834.txt;THIS RAT
835;19;audio_saves\835.wav;transcript_saves\835.txt;THE
836;18;audio_saves\836.wav;transcript_saves\836.txt;ON THE
837;18;audio_saves\837.wav;transcript_saves\837.txt;CHAIR 
838;18;audio_saves\838.wav;transcript_saves\838.txt;IS 
839;18;audio_saves\839.wav;transcript_saves\839.txt;BEHIND 
840;18;audio_saves\840.wav;transcript_saves\840.txt;THE CHAIR 
841;20;audio_saves\841.wav;transcript_saves\841.txt;I'M ERIC
842;21;audio_saves\842.wav;transcript_saves\842.txt;HELLO I'M ERIC EH ANNE
843;21;audio_saves\843.wav;transcript_saves\843.txt;YES
844;21;audio_saves\844.wav;transcript_saves\844.txt;MY HOBBY IS READING
845;21;audio_saves\845.wav;transcript_saves\845.txt;EH
846;21;audio_saves\846.wav;transcript_saves\846.txt;COMICS
847;21;audio_saves\847.wav;transcript_saves\847.txt;MICKEY MOUSE
848;20;audio_saves\848.wav;transcript_saves\848.txt;MY HOBBY IS &~FO FOOTBALL
849;20;audio_saves\849.wav;transcript_saves\849.txt;I PLAY IN A TEAM
850;20;audio_saves\850.wav;transcript_saves\850.txt;MY BEST FRIEND IS SEBASTIAN
851;20;audio_saves\851.wav;transcript_saves\851.txt;YES
852;20;audio_saves\852.wav;transcript_saves\852.txt;NO
853;21;audio_saves\853.wav;transcript_saves\853.txt;EH MY BEST FRIEND IS SARAH
854;21;audio_saves\854.wav;transcript_saves\854.txt;NO
855;21;audio_saves\855.wav;transcript_saves\855.txt;MICHAEL HENKE
856;20;audio_saves\856.wav;transcript_saves\856.txt;YES
857;20;audio_saves\857.wav;transcript_saves\857.txt;EH
858;20;audio_saves\858.wav;transcript_saves\858.txt;YES
859;20;audio_saves\859.wav;transcript_saves\859.txt;HALF PAST SIX
860;20;audio_saves\860.wav;transcript_saves\860.txt;I PLAY SATURDAY FOOTBALL AND SUNDAY WITH MY FRIENDS
861;20;audio_saves\861.wav;transcript_saves\861.txt;YES
862;20;audio_saves\862.wav;transcript_saves\862.txt;YES
863;21;audio_saves\863.wav;transcript_saves\863.txt;YES
864;21;audio_saves\864.wav;transcript_saves\864.txt;HM
865;21;audio_saves\865.wav;transcript_saves\865.txt;HM
866;21;audio_saves\866.wav;transcript_saves\866.txt;I CAN SEE A GIRL AND SHE SWIMMING
867;20;audio_saves\867.wav;transcript_saves\867.txt;I SEE A GIRL
868;20;audio_saves\868.wav;transcript_saves\868.txt;THIS GIRL LOOKED 
869;20;audio_saves\869.wav;transcript_saves\869.txt;AND IT'S A RAINY DAY
870;21;audio_saves\870.wav;transcript_saves\870.txt;HE HAS THIS PICTURE
871;20;audio_saves\871.wav;transcript_saves\871.txt;LITTLE
872;20;audio_saves\872.wav;transcript_saves\872.txt;LITTLE SIZE
873;21;audio_saves\873.wav;transcript_saves\873.txt;RED AND BLUE
874;20;audio_saves\874.wav;transcript_saves\874.txt;HERE AND HERE
875;20;audio_saves\875.wav;transcript_saves\875.txt;A BOY
876;21;audio_saves\876.wav;transcript_saves\876.txt;A GIRL AND A BOY
877;21;audio_saves\877.wav;transcript_saves\877.txt;I CAN SEE A BOY EH AND A MAN
878;21;audio_saves\878.wav;transcript_saves\878.txt;A SHOWER 
879;21;audio_saves\879.wav;transcript_saves\879.txt;HE
880;21;audio_saves\880.wav;transcript_saves\880.txt;HM
881;21;audio_saves\881.wav;transcript_saves\881.txt;HM
882;21;audio_saves\882.wav;transcript_saves\882.txt;THIS IS THE
883;20;audio_saves\883.wav;transcript_saves\883.txt;THIS IS THE BLUE
884;21;audio_saves\884.wav;transcript_saves\884.txt;BLUE AND GREEN
885;20;audio_saves\885.wav;transcript_saves\885.txt;WHITE
886;20;audio_saves\886.wav;transcript_saves\886.txt;THE BLUE BALL
887;20;audio_saves\887.wav;transcript_saves\887.txt;YES
888;21;audio_saves\888.wav;transcript_saves\888.txt;A COW
889;20;audio_saves\889.wav;transcript_saves\889.txt;THE COW DRINKING WATER
890;21;audio_saves\890.wav;transcript_saves\890.txt;THE RAINBOW IS RED YELLOW BLUE AND GREEN
891;20;audio_saves\891.wav;transcript_saves\891.txt;IT'S SUNNY AND RAINY
892;21;audio_saves\892.wav;transcript_saves\892.txt;RAINY 
893;21;audio_saves\893.wav;transcript_saves\893.txt;SUNNY 
894;21;audio_saves\894.wav;transcript_saves\894.txt;RAINBOW
895;20;audio_saves\895.wav;transcript_saves\895.txt;A EH TREE IN THE
896;21;audio_saves\896.wav;transcript_saves\896.txt;GROUND 
897;20;audio_saves\897.wav;transcript_saves\897.txt;EH
899;21;audio_saves\899.wav;transcript_saves\899.txt;ROOTS IN GROUND
900;20;audio_saves\900.wav;transcript_saves\900.txt;EH RAINY
901;20;audio_saves\901.wav;transcript_saves\901.txt;AND RAINY IS IN THE 
902;20;audio_saves\902.wav;transcript_saves\902.txt;GROUND 
903;21;audio_saves\903.wav;transcript_saves\903.txt;EH SUNNY CLOUDY AND WATER
904;20;audio_saves\904.wav;transcript_saves\904.txt;THE EH IT'S SNOWY ON THE
905;21;audio_saves\905.wav;transcript_saves\905.txt;CLOUDS 
906;21;audio_saves\906.wav;transcript_saves\906.txt;CLOUD
907;20;audio_saves\907.wav;transcript_saves\907.txt;HM
908;20;audio_saves\908.wav;transcript_saves\908.txt;HM
909;21;audio_saves\909.wav;transcript_saves\909.txt;SNOWMAN SNOWFLAKES A GIRL
910;20;audio_saves\910.wav;transcript_saves\910.txt;A GIRL IS ICESKATING
911;20;audio_saves\911.wav;transcript_saves\911.txt;THE SNOWMAN HAD A SCARF
912;20;audio_saves\912.wav;transcript_saves\912.txt;AND A RED NOSE
913;20;audio_saves\913.wav;transcript_saves\913.txt;YES
914;21;audio_saves\914.wav;transcript_saves\914.txt;YES
915;20;audio_saves\915.wav;transcript_saves\915.txt;EH
916;21;audio_saves\916.wav;transcript_saves\916.txt;IN DRESDEN
917;20;audio_saves\917.wav;transcript_saves\917.txt;MORITZBURG AM MORITZBURGER TEICH
918;21;audio_saves\918.wav;transcript_saves\918.txt;NO
919;21;audio_saves\919.wav;transcript_saves\919.txt;IN THE WINTER
920;21;audio_saves\920.wav;transcript_saves\920.txt;EH SWIMMING
921;21;audio_saves\921.wav;transcript_saves\921.txt;EH
922;21;audio_saves\922.wav;transcript_saves\922.txt;MOUSE
923;21;audio_saves\923.wav;transcript_saves\923.txt;RAT
924;20;audio_saves\924.wav;transcript_saves\924.txt;HM
925;20;audio_saves\925.wav;transcript_saves\925.txt;MY RAT FIFTEEN IS ON THE BED
926;21;audio_saves\926.wav;transcript_saves\926.txt;HERE
927;20;audio_saves\927.wav;transcript_saves\927.txt;YES
928;21;audio_saves\928.wav;transcript_saves\928.txt;EH MY RAT IS ON THE BOOKS
929;20;audio_saves\929.wav;transcript_saves\929.txt;MY RAT IS ON THE TABLE
930;21;audio_saves\930.wav;transcript_saves\930.txt;AND EH EH MY RAT IS ON THE
931;21;audio_saves\931.wav;transcript_saves\931.txt;BOX 
932;20;audio_saves\932.wav;transcript_saves\932.txt;MY RAT IS ON THE IS
933;20;audio_saves\933.wav;transcript_saves\933.txt;MY RAT IS ON
934;21;audio_saves\934.wav;transcript_saves\934.txt;HM
935;21;audio_saves\935.wav;transcript_saves\935.txt;MY RAT IS ON THE TABLE
936;20;audio_saves\936.wav;transcript_saves\936.txt;MY RAT IS ON THE BANK
937;21;audio_saves\937.wav;transcript_saves\937.txt;MY RAT IS UNDER THE CHAIR
938;20;audio_saves\938.wav;transcript_saves\938.txt;MY RAT IS LEFT FROM THE 
939;21;audio_saves\939.wav;transcript_saves\939.txt;HERE
940;23;audio_saves\940.wav;transcript_saves\940.txt;MY NAME IS LINDA
941;22;audio_saves\941.wav;transcript_saves\941.txt;MY NAME IS MARCO
942;23;audio_saves\942.wav;transcript_saves\942.txt;MY HOBBIES ARE SWIMMING READING AND SKATING
943;23;audio_saves\943.wav;transcript_saves\943.txt;YES
944;22;audio_saves\944.wav;transcript_saves\944.txt;MY HOBBIES ARE <unk> FOOTBALL READING AND
945;22;audio_saves\945.wav;transcript_saves\945.txt;HARRY POTTER
946;22;audio_saves\946.wav;transcript_saves\946.txt;YES
947;22;audio_saves\947.wav;transcript_saves\947.txt;YES
948;22;audio_saves\948.wav;transcript_saves\948.txt;YES
949;22;audio_saves\949.wav;transcript_saves\949.txt;HARRY POTTER
950;23;audio_saves\950.wav;transcript_saves\950.txt;YES
951;23;audio_saves\951.wav;transcript_saves\951.txt;YES
952;23;audio_saves\952.wav;transcript_saves\952.txt;NO
953;23;audio_saves\953.wav;transcript_saves\953.txt;YES
954;22;audio_saves\954.wav;transcript_saves\954.txt;HM
955;22;audio_saves\955.wav;transcript_saves\955.txt;YES
956;22;audio_saves\956.wav;transcript_saves\956.txt;YES
957;23;audio_saves\957.wav;transcript_saves\957.txt;I CAN SEE WATER
958;23;audio_saves\958.wav;transcript_saves\958.txt;AND I CAN SEE FISHES 
959;23;audio_saves\959.wav;transcript_saves\959.txt;AND I CAN SEE A CHILDREN 
960;23;audio_saves\960.wav;transcript_saves\960.txt;AND A BLUE SKY
961;23;audio_saves\961.wav;transcript_saves\961.txt;SWIMMING
962;22;audio_saves\962.wav;transcript_saves\962.txt;I CAN SEE WATER
963;22;audio_saves\963.wav;transcript_saves\963.txt;I CAN SEE RAINDROPS
964;22;audio_saves\964.wav;transcript_saves\964.txt;I CAN SEE A WINDOW
965;23;audio_saves\965.wav;transcript_saves\965.txt;IT'S 
966;23;audio_saves\966.wav;transcript_saves\966.txt;THIS
967;22;audio_saves\967.wav;transcript_saves\967.txt;IS A BIG SHIP
968;22;audio_saves\968.wav;transcript_saves\968.txt;RED
969;23;audio_saves\969.wav;transcript_saves\969.txt;BLUE
970;22;audio_saves\970.wav;transcript_saves\970.txt;WHITE
971;23;audio_saves\971.wav;transcript_saves\971.txt;GREY
972;22;audio_saves\972.wav;transcript_saves\972.txt;YELLOW
973;22;audio_saves\973.wav;transcript_saves\973.txt;YES
974;22;audio_saves\974.wav;transcript_saves\974.txt;A GIRL
975;23;audio_saves\975.wav;transcript_saves\975.txt;A GIRL AND A BOY
976;22;audio_saves\976.wav;transcript_saves\976.txt;YEAH
977;23;audio_saves\977.wav;transcript_saves\977.txt;I CAN SEE HER FATHER
978;22;audio_saves\978.wav;transcript_saves\978.txt;I CAN SEE FLOWERS
979;22;audio_saves\979.wav;transcript_saves\979.txt;THE WORLD
980;23;audio_saves\980.wav;transcript_saves\980.txt;GREEN
981;22;audio_saves\981.wav;transcript_saves\981.txt;BLUE
982;23;audio_saves\982.wav;transcript_saves\982.txt;A COW
983;22;audio_saves\983.wav;transcript_saves\983.txt;SHE IS DRINKING
984;22;audio_saves\984.wav;transcript_saves\984.txt;WATER
985;23;audio_saves\985.wav;transcript_saves\985.txt;HERE
986;23;audio_saves\986.wav;transcript_saves\986.txt;RED
987;22;audio_saves\987.wav;transcript_saves\987.txt;YELLOW
988;22;audio_saves\988.wav;transcript_saves\988.txt;GREEN
989;23;audio_saves\989.wav;transcript_saves\989.txt;BLUE
990;23;audio_saves\990.wav;transcript_saves\990.txt;BY SUN AND RAINING 
991;23;audio_saves\991.wav;transcript_saves\991.txt;THE SUN
992;22;audio_saves\992.wav;transcript_saves\992.txt;THE RAIN
993;22;audio_saves\993.wav;transcript_saves\993.txt;THE SUN
994;23;audio_saves\994.wav;transcript_saves\994.txt;THE SUN 
995;23;audio_saves\995.wav;transcript_saves\995.txt;I CAN SEE RAINDROPS
996;22;audio_saves\996.wav;transcript_saves\996.txt;I CAN SEE A TREE
997;23;audio_saves\997.wav;transcript_saves\997.txt;I CAN SEE GRASS
998;23;audio_saves\998.wav;transcript_saves\998.txt;GRASS
1000;22;audio_saves\1000.wav;transcript_saves\1000.txt;ROOT 
1001;22;audio_saves\1001.wav;transcript_saves\1001.txt;A SUN
1002;23;audio_saves\1002.wav;transcript_saves\1002.txt;I CAN SEE <unk>
1003;22;audio_saves\1003.wav;transcript_saves\1003.txt;I CAN SEE WATER
1004;23;audio_saves\1004.wav;transcript_saves\1004.txt;I CAN SEE SNOWFLAKES
1005;22;audio_saves\1005.wav;transcript_saves\1005.txt;I CAN SEE A MOUNTAIN
1006;23;audio_saves\1006.wav;transcript_saves\1006.txt;I CAN SEE TREES
1007;23;audio_saves\1007.wav;transcript_saves\1007.txt;I CAN SEE A LAKE
1008;23;audio_saves\1008.wav;transcript_saves\1008.txt;I CAN SEE A SEA
1009;22;audio_saves\1009.wav;transcript_saves\1009.txt;NO
1010;22;audio_saves\1010.wav;transcript_saves\1010.txt;CAN SEE SNOWMAN
1011;23;audio_saves\1011.wav;transcript_saves\1011.txt;I CAN SEE A CHILDREN 
1012;22;audio_saves\1012.wav;transcript_saves\1012.txt;I CAN SEE SNOWFLAKES
1013;23;audio_saves\1013.wav;transcript_saves\1013.txt;I CAN SEE SNOW
1014;22;audio_saves\1014.wav;transcript_saves\1014.txt;I CAN SEE A SCARF
1015;23;audio_saves\1015.wav;transcript_saves\1015.txt;ICESKATING
1016;23;audio_saves\1016.wav;transcript_saves\1016.txt;YES
1017;23;audio_saves\1017.wav;transcript_saves\1017.txt;IN DRESDEN
1018;23;audio_saves\1018.wav;transcript_saves\1018.txt;YES
1019;23;audio_saves\1019.wav;transcript_saves\1019.txt;RATS 
1020;22;audio_saves\1020.wav;transcript_saves\1020.txt;HM
1021;23;audio_saves\1021.wav;transcript_saves\1021.txt;HM
1022;23;audio_saves\1022.wav;transcript_saves\1022.txt;HM
1023;23;audio_saves\1023.wav;transcript_saves\1023.txt;YES
1024;23;audio_saves\1024.wav;transcript_saves\1024.txt;HM
1025;23;audio_saves\1025.wav;transcript_saves\1025.txt;HM
1026;23;audio_saves\1026.wav;transcript_saves\1026.txt;MY RAT IS ON THE TABLE
1027;22;audio_saves\1027.wav;transcript_saves\1027.txt;MY RAT IS IN THE BED
1028;23;audio_saves\1028.wav;transcript_saves\1028.txt;MY RAT IS ON THE BOOKS
1029;22;audio_saves\1029.wav;transcript_saves\1029.txt;MY RAT IS UNDER THE TABLE
1030;23;audio_saves\1030.wav;transcript_saves\1030.txt;MY RAT IS ON THE <unk> 
1031;23;audio_saves\1031.wav;transcript_saves\1031.txt;HM
1032;22;audio_saves\1032.wav;transcript_saves\1032.txt;MY RAT IS UNDER THE BOX
1033;23;audio_saves\1033.wav;transcript_saves\1033.txt;MY RAT IS NEXT TO THE BED
1034;22;audio_saves\1034.wav;transcript_saves\1034.txt;MY RAT IS ON THE WALL 
1035;23;audio_saves\1035.wav;transcript_saves\1035.txt;MY RAT IS TOO ON THE WALL 
1036;22;audio_saves\1036.wav;transcript_saves\1036.txt;BANK
1037;22;audio_saves\1037.wav;transcript_saves\1037.txt;MY RAT IS NEXT TO THE BENCH 
1038;23;audio_saves\1038.wav;transcript_saves\1038.txt;MY RAT IS UNDER THE BENCH
1039;22;audio_saves\1039.wav;transcript_saves\1039.txt;MY RAT IS OF THE BENCH
1040;23;audio_saves\1040.wav;transcript_saves\1040.txt;MY RAT IS FOR THE TABLE
1041;22;audio_saves\1041.wav;transcript_saves\1041.txt;MY RAT IS NEXT TO THE BOOKS
1042;23;audio_saves\1042.wav;transcript_saves\1042.txt;MY RAT IS ON THE COLUMN 
1043;22;audio_saves\1043.wav;transcript_saves\1043.txt;MY RAT IS <unk> THE COLUMN
1045;22;audio_saves\1045.wav;transcript_saves\1045.txt;BEHIND THE COLUMN
1046;23;audio_saves\1046.wav;transcript_saves\1046.txt;GOOD BYE
1047;22;audio_saves\1047.wav;transcript_saves\1047.txt;GOOD BYE
1048;23;audio_saves\1048.wav;transcript_saves\1048.txt;LINDA
1049;22;audio_saves\1049.wav;transcript_saves\1049.txt;MARCO
1050;25;audio_saves\1050.wav;transcript_saves\1050.txt;AND MY NAME IS ANN
1051;24;audio_saves\1051.wav;transcript_saves\1051.txt;HELLO
1052;25;audio_saves\1052.wav;transcript_saves\1052.txt;HELLO
1053;24;audio_saves\1053.wav;transcript_saves\1053.txt;MY NAME IS SARAH
1054;25;audio_saves\1054.wav;transcript_saves\1054.txt;AND MY NAME IS ANN
1055;24;audio_saves\1055.wav;transcript_saves\1055.txt;MY HOBBIES ARE READING AND RIDING MY BIKE AND ATHLETICS 
1056;24;audio_saves\1056.wav;transcript_saves\1056.txt;HM
1057;24;audio_saves\1057.wav;transcript_saves\1057.txt;YES
1058;25;audio_saves\1058.wav;transcript_saves\1058.txt;MY HOBBIES ARE SWIMMING AND READING AND I RIDE MY BIKE
1059;25;audio_saves\1059.wav;transcript_saves\1059.txt;YES
1060;25;audio_saves\1060.wav;transcript_saves\1060.txt;NO
1061;24;audio_saves\1061.wav;transcript_saves\1061.txt;EH
1062;24;audio_saves\1062.wav;transcript_saves\1062.txt;YES
1063;24;audio_saves\1063.wav;transcript_saves\1063.txt;EH HARRY POTTER
1065;25;audio_saves\1065.wav;transcript_saves\1065.txt;YES
1066;25;audio_saves\1066.wav;transcript_saves\1066.txt;YES
1067;24;audio_saves\1067.wav;transcript_saves\1067.txt;YES
1068;24;audio_saves\1068.wav;transcript_saves\1068.txt;YES
1069;24;audio_saves\1069.wav;transcript_saves\1069.txt;YES
1070;24;audio_saves\1070.wav;transcript_saves\1070.txt;THREE FOUR
1071;24;audio_saves\1071.wav;transcript_saves\1071.txt;YEAH
1072;25;audio_saves\1072.wav;transcript_saves\1072.txt;I CAN SEE A CHILDREN 
1073;25;audio_saves\1073.wav;transcript_saves\1073.txt;THIS IS SWIMMING IN THE WATER
1074;25;audio_saves\1074.wav;transcript_saves\1074.txt;I CAN SEE A FISH
1075;25;audio_saves\1075.wav;transcript_saves\1075.txt;EH TWO FISHES 
1076;24;audio_saves\1076.wav;transcript_saves\1076.txt;THIS 
1077;25;audio_saves\1077.wav;transcript_saves\1077.txt;THIS 
1078;25;audio_saves\1078.wav;transcript_saves\1078.txt;IT'S VERY BIG
1079;24;audio_saves\1079.wav;transcript_saves\1079.txt;BIG
1080;25;audio_saves\1080.wav;transcript_saves\1080.txt;PEOPLES 
1081;25;audio_saves\1081.wav;transcript_saves\1081.txt;TWO GIRLS
1082;24;audio_saves\1082.wav;transcript_saves\1082.txt;AND ONE BOY
1083;24;audio_saves\1083.wav;transcript_saves\1083.txt;TWO GIRLS AND ONE BOY
1084;24;audio_saves\1084.wav;transcript_saves\1084.txt;YES
1085;24;audio_saves\1085.wav;transcript_saves\1085.txt;HERE HERE
1087;24;audio_saves\1087.wav;transcript_saves\1087.txt;YES
1090;24;audio_saves\1090.wav;transcript_saves\1090.txt;HE IS
1091;24;audio_saves\1091.wav;transcript_saves\1091.txt;DRINKING
1092;24;audio_saves\1092.wav;transcript_saves\1092.txt;SHE IS SWIMMING IN THE WATER AND TWO FISH SWIM <unk> TOO IN WATER
1094;25;audio_saves\1094.wav;transcript_saves\1094.txt;IT'S RAINING AND
1095;24;audio_saves\1095.wav;transcript_saves\1095.txt;A TREE
1096;25;audio_saves\1096.wav;transcript_saves\1096.txt;I CAN SEE A THE ROOT AT THE TREE
1097;24;audio_saves\1097.wav;transcript_saves\1097.txt;WATER AND SUN CLOUDY SNOW
1098;24;audio_saves\1098.wav;transcript_saves\1098.txt;AND A MOUNTAIN
1099;24;audio_saves\1099.wav;transcript_saves\1099.txt;TREES
1100;25;audio_saves\1100.wav;transcript_saves\1100.txt;FIELDS
1101;25;audio_saves\1101.wav;transcript_saves\1101.txt;AND A SEA
1102;24;audio_saves\1102.wav;transcript_saves\1102.txt;AND SNOW
1103;24;audio_saves\1103.wav;transcript_saves\1103.txt;ON THE MOUNTAIN
1104;25;audio_saves\1104.wav;transcript_saves\1104.txt;ICESKATING
1105;25;audio_saves\1105.wav;transcript_saves\1105.txt;ICESKATING 
1106;24;audio_saves\1106.wav;transcript_saves\1106.txt;YES
1107;25;audio_saves\1107.wav;transcript_saves\1107.txt;SNOWFLAKES
1108;25;audio_saves\1108.wav;transcript_saves\1108.txt;A FROZEN LAKE
1109;24;audio_saves\1109.wav;transcript_saves\1109.txt;A SCARF
1110;25;audio_saves\1110.wav;transcript_saves\1110.txt;BLUE
1112;24;audio_saves\1112.wav;transcript_saves\1112.txt;YES
1113;25;audio_saves\1113.wav;transcript_saves\1113.txt;YES
1114;24;audio_saves\1114.wav;transcript_saves\1114.txt;SKI 
1115;25;audio_saves\1115.wav;transcript_saves\1115.txt;AND SLAYING
1116;24;audio_saves\1116.wav;transcript_saves\1116.txt;ICESKATING
1118;24;audio_saves\1118.wav;transcript_saves\1118.txt;RAT RATS
1119;24;audio_saves\1119.wav;transcript_saves\1119.txt;HM
1120;25;audio_saves\1120.wav;transcript_saves\1120.txt;YES
1121;24;audio_saves\1121.wav;transcript_saves\1121.txt;MY RAT IS ON THE CHAIR
1122;25;audio_saves\1122.wav;transcript_saves\1122.txt;MY RAT ARE ON THE BOOKS
1123;24;audio_saves\1123.wav;transcript_saves\1123.txt;MY RAT ARE  ON THE TABLE
1124;25;audio_saves\1124.wav;transcript_saves\1124.txt;MY RAT ARE NEXT TO THE BOOKS
1125;24;audio_saves\1125.wav;transcript_saves\1125.txt;MY RAT ARE IN THE BED
1126;25;audio_saves\1126.wav;transcript_saves\1126.txt;MY RAT ARE  NEXT TO THE TABLE
1127;24;audio_saves\1127.wav;transcript_saves\1127.txt;MY RATS ARE ON THE BED
1128;25;audio_saves\1128.wav;transcript_saves\1128.txt;MY RAT ARE ON THE WALL
1129;24;audio_saves\1129.wav;transcript_saves\1129.txt;MY RATS ARE TOO ON A WALL 
1130;25;audio_saves\1130.wav;transcript_saves\1130.txt;MY RAT ARE  ON THE WALL
1131;24;audio_saves\1131.wav;transcript_saves\1131.txt;MY RATS ARE NEXT TO THE <unk>
1132;25;audio_saves\1132.wav;transcript_saves\1132.txt;MY RAT ARE UNDER THE <unk>
1133;24;audio_saves\1133.wav;transcript_saves\1133.txt;MY RATS ARE ON THE <unk>
1134;25;audio_saves\1134.wav;transcript_saves\1134.txt;MY RAT ARE UNDER THE CHAIR
1135;24;audio_saves\1135.wav;transcript_saves\1135.txt;MY RATS ARE ON UNDER THE BOX
1136;25;audio_saves\1136.wav;transcript_saves\1136.txt;HM
1137;27;audio_saves\1137.wav;transcript_saves\1137.txt;HELLO MY NAME IS CARSTEN
1138;26;audio_saves\1138.wav;transcript_saves\1138.txt;HELLO MY NAME IS MICHAEL
1139;27;audio_saves\1139.wav;transcript_saves\1139.txt;YES
1140;27;audio_saves\1140.wav;transcript_saves\1140.txt;YES
1141;27;audio_saves\1141.wav;transcript_saves\1141.txt;EH ONE WEEK
1142;26;audio_saves\1142.wav;transcript_saves\1142.txt;HM YES
1143;26;audio_saves\1143.wav;transcript_saves\1143.txt;YES
1144;26;audio_saves\1144.wav;transcript_saves\1144.txt;SING IT YES
1145;26;audio_saves\1145.wav;transcript_saves\1145.txt;HM
1146;26;audio_saves\1146.wav;transcript_saves\1146.txt;YES
1147;27;audio_saves\1147.wav;transcript_saves\1147.txt;YES
1148;27;audio_saves\1148.wav;transcript_saves\1148.txt;YES
1149;26;audio_saves\1149.wav;transcript_saves\1149.txt;YES
1150;26;audio_saves\1150.wav;transcript_saves\1150.txt;YES
1151;27;audio_saves\1151.wav;transcript_saves\1151.txt;YES
1152;26;audio_saves\1152.wav;transcript_saves\1152.txt;EH
1153;27;audio_saves\1153.wav;transcript_saves\1153.txt;MY PENFRIEND EH NAME IS JOSEPH
1154;26;audio_saves\1154.wav;transcript_saves\1154.txt;HE HAS DOGS
1155;26;audio_saves\1155.wav;transcript_saves\1155.txt;TWO DOGS
1156;26;audio_saves\1156.wav;transcript_saves\1156.txt;AND SHE PLAYING FOOTBALL
1157;27;audio_saves\1157.wav;transcript_saves\1157.txt;YES
1158;26;audio_saves\1158.wav;transcript_saves\1158.txt;YES
1159;26;audio_saves\1159.wav;transcript_saves\1159.txt;YES
1160;27;audio_saves\1160.wav;transcript_saves\1160.txt;AND A CALENDAR
1161;26;audio_saves\1161.wav;transcript_saves\1161.txt;CALENDAR
1162;27;audio_saves\1162.wav;transcript_saves\1162.txt;AND
1163;26;audio_saves\1163.wav;transcript_saves\1163.txt;NO
1164;27;audio_saves\1164.wav;transcript_saves\1164.txt;NO
1165;27;audio_saves\1165.wav;transcript_saves\1165.txt;EH A IRISH FLAG
1166;27;audio_saves\1166.wav;transcript_saves\1166.txt;EH A
1167;26;audio_saves\1167.wav;transcript_saves\1167.txt;WE PUT INSIDE
1168;27;audio_saves\1168.wav;transcript_saves\1168.txt;A KARL MAY BOOK
1169;26;audio_saves\1169.wav;transcript_saves\1169.txt;KARL MAY BOOK
1170;27;audio_saves\1170.wav;transcript_saves\1170.txt;EH A GERMAN FRUIT
1171;26;audio_saves\1171.wav;transcript_saves\1171.txt;HM
1173;27;audio_saves\1173.wav;transcript_saves\1173.txt;HM
1174;27;audio_saves\1174.wav;transcript_saves\1174.txt;YES
1175;26;audio_saves\1175.wav;transcript_saves\1175.txt;YES
1176;26;audio_saves\1176.wav;transcript_saves\1176.txt;THANK YOU
1177;27;audio_saves\1177.wav;transcript_saves\1177.txt;HM
1178;27;audio_saves\1178.wav;transcript_saves\1178.txt;I SEE A WINDOW
1179;27;audio_saves\1179.wav;transcript_saves\1179.txt;AND RAINING
1180;27;audio_saves\1180.wav;transcript_saves\1180.txt;AND I SEE CHILDREN 
1181;26;audio_saves\1181.wav;transcript_saves\1181.txt;YES
1182;27;audio_saves\1182.wav;transcript_saves\1182.txt;A GIRL
1183;27;audio_saves\1183.wav;transcript_saves\1183.txt;SHE LOOKING OUT THE WINDOW
1184;26;audio_saves\1184.wav;transcript_saves\1184.txt;I SEE A GIRL SHE IS ON WATER
1185;26;audio_saves\1185.wav;transcript_saves\1185.txt;IT'S A SUNNY DAY
1186;26;audio_saves\1186.wav;transcript_saves\1186.txt;AND SHE IS SWIMMING
1187;26;audio_saves\1187.wav;transcript_saves\1187.txt;HIS PICTURE IS THIS
1188;27;audio_saves\1188.wav;transcript_saves\1188.txt;AND HIS PICTURE IS THIS
1189;26;audio_saves\1189.wav;transcript_saves\1189.txt;YES
1190;26;audio_saves\1190.wav;transcript_saves\1190.txt;SHIP
1191;26;audio_saves\1191.wav;transcript_saves\1191.txt;SHIP IS A
1192;26;audio_saves\1192.wav;transcript_saves\1192.txt;YES IT'S A
